pixel	count
2493	25760
2494	26996
2495	28031
2496	34978
2497	27459
2498	30766
2499	32661
2500	34656
2501	37441
2502	35695
2503	36045
2504	35267
2505	33604
2506	32191
2507	30873
2508	30338
2509	29578
2510	29900
2511	30136
2512	29069
2513	27633
2514	27145
2515	26512
2516	25677
2517	23999
2518	23364
2519	23115
2520	30254
2521	21475
2522	20247
2523	19943
2524	18982
2525	18533
2526	18350
2527	17123
2528	16801
2529	16752
2530	16512
2531	15746
2532	15417
2533	15190
2534	14814
2535	14800
2536	14674
2537	14612
2538	14668
2539	13587
2540	13185
2541	14482
2542	14853
2543	14474
2544	14523
2545	14742
2546	13613
2547	13926
2548	14594
2549	14431
2550	13188
2551	12869
2552	12272
2553	12701
2554	12721
2555	12715
2556	12772
2557	12499
2558	12807
2559	12221
2560	12048
2561	11940
2562	12557
2563	12730
2564	13102
2565	13293
2566	13605
2567	13071
2568	11490
2569	12638
2570	11010
2571	10311
2572	10045
2573	9447
2574	8839
2575	9361
2576	9272
2577	8567
2578	7306
2579	6992
2580	7105
2581	7147
2582	7689
2583	7605
2584	8454
2585	9784
2586	8954
2587	9303
2588	9006
2589	13551
2590	15091
2591	15641
2592	16586
2593	21249
2594	21418
2595	22126
2596	22432
2597	22776
2598	22961
2599	21844
2600	19227
2601	20270
2602	28283
2603	23136
2604	22496
2605	18190
2606	19135
2607	18440
2608	21662
2609	22405
2610	24008
2611	25079
2612	23847
2613	25631
2614	26973
2615	26715
2616	27371
2617	26658
2618	24817
2619	23722
2620	23946
2621	24905
2622	27383
2623	29789
2624	37122
2625	34526
2626	33666
2627	35829
2628	39138
2629	40628
2630	37646
2631	37331
2632	35524
2633	35275
2634	34010
2635	33010
2636	32769
2637	31022
2638	31409
2639	30851
2640	31254
2641	30974
2642	29802
2643	28080
2644	27078
2645	27631
2646	25725
2647	25239
2648	27811
2649	23154
2650	22417
2651	21343
2652	20920
2653	19789
2654	19539
2655	19773
2656	18744
2657	17660
2658	18162
2659	17192
2660	16259
2661	16571
2662	16656
2663	16544
2664	15776
2665	16246
2666	15463
2667	15086
2668	14046
2669	13655
2670	15607
2671	15197
2672	15378
2673	15103
2674	15221
2675	14796
2676	15330
2677	15945
2678	14599
2679	13892
2680	12963
2681	13410
2682	13483
2683	13499
2684	13478
2685	13632
2686	13346
2687	13259
2688	13235
2689	12731
2690	13261
2691	13044
2692	13398
2693	13857
2694	14792
2695	15169
2696	14415
2697	13405
2698	13656
2699	12425
2700	10867
2701	10774
2702	10882
2703	10262
2704	9862
2705	10251
2706	10666
2707	10272
2708	9371
2709	9458
2710	8221
2711	6794
2712	7419
2713	9116
2714	9177
2715	10723
2716	10808
2717	10672
2718	14494
2719	16076
2720	17437
2721	18759
2722	22391
2723	23435
2724	23880
2725	24809
2726	24323
2727	25356
2728	23845
2729	19870
2730	24048
2731	23585
2732	21144
2733	18744
2734	20657
2735	25047
2736	27137
2737	27460
2738	28068
2739	30430
2740	30096
2741	30195
2742	29296
2743	31459
2744	30629
2745	31601
2746	33005
2747	32056
2748	30477
2749	28850
2750	29498
2751	30610
2752	37041
2753	40404
2754	40493
2755	39508
2756	40918
2757	38588
2758	39455
2759	38125
2760	37819
2761	37162
2762	35733
2763	36861
2764	34617
2765	34013
2766	33559
2767	36006
2768	33954
2769	32209
2770	30186
2771	30005
2772	29204
2773	28075
2774	26775
2775	26762
2776	26044
2777	25201
2778	22481
2779	23296
2780	22199
2781	21095
2782	20215
2783	19338
2784	19145
2785	19056
2786	18991
2787	17581
2788	18094
2789	17486
2790	17640
2791	17504
2792	17180
2793	16630
2794	15531
2795	14868
2796	14015
2797	15346
2798	16590
2799	15921
2800	16247
2801	16127
2802	16010
2803	16131
2804	16372
2805	16853
2806	14708
2807	13698
2808	14246
2809	14266
2810	14246
2811	14235
2812	14391
2813	13906
2814	13965
2815	14663
2816	15008
2817	13932
2818	14409
2819	14194
2820	14757
2821	14902
2822	15779
2823	16103
2824	15149
2825	15075
2826	13453
2827	12438
2828	11721
2829	11598
2830	11520
2831	11782
2832	11448
2833	10339
2834	11501
2835	11106
2836	11620
2837	11007
2838	10551
2839	9591
2840	8770
2841	8763
2842	9154
2843	11113
2844	11929
2845	14280
2846	15030
2847	15518
2848	18617
2849	23843
2850	24297
2851	25118
2852	25605
2853	25324
2854	26605
2855	27334
2856	23557
2857	20604
2858	22047
2859	23434
2860	25426
2861	25467
2862	29863
2863	30599
2864	30912
2865	30122
2866	30928
2867	33676
2868	33321
2869	32546
2870	34386
2871	33144
2872	34575
2873	36194
2874	36648
2875	37886
2876	37409
2877	39411
2878	36080
2879	39651
2880	42565
2881	47691
2882	42985
2883	37575
2884	37251
2885	40392
2886	43753
2887	41356
2888	42236
2889	39389
2890	39563
2891	39046
2892	38377
2893	37511
2894	36402
2895	37572
2896	37717
2897	36909
2898	35198
2899	33604
2900	31983
2901	31954
2902	29278
2903	28633
2904	28275
2905	27142
2906	26053
2907	24526
2908	24564
2909	23196
2910	22588
2911	21606
2912	21208
2913	20328
2914	20663
2915	20101
2916	19934
2917	19351
2918	18705
2919	19337
2920	18518
2921	17559
2922	16336
2923	16036
2924	15171
2925	15021
2926	16750
2927	16677
2928	17603
2929	17332
2930	16817
2931	17566
2932	17183
2933	17951
2934	16000
2935	15088
2936	15414
2937	15564
2938	15292
2939	14951
2940	15140
2941	15342
2942	14768
2943	15399
2944	15483
2945	16004
2946	15455
2947	15599
2948	15904
2949	16080
2950	16159
2951	16533
2952	17108
2953	16652
2954	15970
2955	14286
2956	13349
2957	13270
2958	12600
2959	12399
2960	13326
2961	12121
2962	12075
2963	13301
2964	13641
2965	13408
2966	12399
2967	11211
2968	11967
2969	11320
2970	10009
2971	9683
2972	10463
2973	12906
2974	16769
2975	15771
2976	15757
2977	23624
2978	25232
2979	25934
2980	27189
2981	28462
2982	27949
2983	28782
2984	26737
2985	19493
2986	22941
2987	28372
2988	29706
2989	30479
2990	30846
2991	33187
2992	34669
2993	34423
2994	33410
2995	36319
2996	36468
2997	34822
2998	35407
2999	37346
3000	36069
3001	37339
3002	46583
3003	41547
3004	43552
3005	45024
3006	42799
3007	45120
3008	51441
3009	45540
3010	38353
3011	40032
3012	38300
3013	42601
3014	46979
3015	46643
3016	44613
3017	43291
3018	43387
3019	44737
3020	39375
3021	40860
3022	40252
3023	44689
3024	41132
3025	39360
3026	36592
3027	35307
3028	35719
3029	32504
3030	29954
3031	29884
3032	29588
3033	28562
3034	27135
3035	27377
3036	25521
3037	24653
3038	23765
3039	23409
3040	22539
3041	21613
3042	22769
3043	21821
3044	20481
3045	20476
3046	20324
3047	19720
3048	18954
3049	17918
3050	17663
3051	16825
3052	15114
3053	18330
3054	16873
3055	18588
3056	18603
3057	18909
3058	18259
3059	19145
3060	18601
3061	20847
3062	16557
3063	16807
3064	16786
3065	16506
3066	16798
3067	15898
3068	15772
3069	16486
3070	16529
3071	16198
3072	16754
3073	17241
3074	17389
3075	16938
3076	17338
3077	17449
3078	17879
3079	17532
3080	18677
3081	17746
3082	16495
3083	15633
3084	14576
3085	14024
3086	13355
3087	13275
3088	14264
3089	13428
3090	13999
3091	14105
3092	15373
3093	14076
3094	14206
3095	14443
3096	14187
3097	13546
3098	13589
3099	11131
3100	11344
3101	13438
3102	18723
3103	17062
3104	19016
3105	27531
3106	28018
3107	28134
3108	29550
3109	30595
3110	30302
3111	30885
3112	24154
3113	24125
3114	30386
3115	32272
3116	32930
3117	32780
3118	34322
3119	36243
3120	37272
3121	36093
3122	37916
3123	39376
3124	38895
3125	39528
3126	40799
3127	38759
3128	39339
3129	44157
3130	45782
3131	48723
3132	49474
3133	47984
3134	54098
3135	49240
3136	54666
3137	46667
3138	46968
3139	45368
3140	42738
3141	41038
3142	46134
3143	49884
3144	51729
3145	48395
3146	47594
3147	49362
3148	46142
3149	45275
3150	44430
3151	45813
3152	46541
3153	43227
3154	41565
3155	39020
3156	37615
3157	36543
3158	34544
3159	32429
3160	32374
3161	30523
3162	29699
3163	28268
3164	28781
3165	27589
3166	26492
3167	25332
3168	25494
3169	24835
3170	24481
3171	24134
3172	22710
3173	22652
3174	21708
3175	20752
3176	20027
3177	20303
3178	19033
3179	18898
3180	17731
3181	18593
3182	19250
3183	18620
3184	20616
3185	20592
3186	20113
3187	20528
3188	20782
3189	21440
3190	19223
3191	18133
3192	18342
3193	18366
3194	18558
3195	17358
3196	17240
3197	17213
3198	17851
3199	17579
3200	18644
3201	18438
3202	18655
3203	19052
3204	18648
3205	19093
3206	18841
3207	19273
3208	19831
3209	20354
3210	19501
3211	16954
3212	16561
3213	15874
3214	15123
3215	14347
3216	14829
3217	15164
3218	15436
3219	14786
3220	15501
3221	16080
3222	16560
3223	15995
3224	15799
3225	16845
3226	15926
3227	16123
3228	15206
3229	13354
3230	17527
3231	20773
3232	20222
3233	29343
3234	29624
3235	30448
3236	31069
3237	32695
3238	31320
3239	32427
3240	34603
3241	30476
3242	30300
3243	34846
3244	34948
3245	37156
3246	35397
3247	38933
3248	40390
3249	38076
3250	39676
3251	43399
3252	44352
3253	42324
3254	41407
3255	41733
3256	44557
3257	45841
3258	52532
3259	52683
3260	54238
3261	56205
3262	59830
3263	60811
3264	50709
3265	53792
3266	52970
3267	48104
3268	44479
3269	62926
3270	50690
3271	53023
3272	52548
3273	53364
3274	53458
3275	51326
3276	49769
3277	48008
3278	49232
3279	54534
3280	51294
3281	47279
3282	44896
3283	42415
3284	41402
3285	37674
3286	36346
3287	35568
3288	34369
3289	32114
3290	31073
3291	30815
3292	30274
3293	29406
3294	27968
3295	27830
3296	27515
3297	26919
3298	26932
3299	25334
3300	24612
3301	22709
3302	23260
3303	21806
3304	22616
3305	22209
3306	20439
3307	19212
3308	18068
3309	21694
3310	20847
3311	20451
3312	22507
3313	22196
3314	21898
3315	22514
3316	22599
3317	22594
3318	19862
3319	19725
3320	20072
3321	19957
3322	19720
3323	19290
3324	19104
3325	20017
3326	20199
3327	20075
3328	20426
3329	20395
3330	19949
3331	20379
3332	20676
3333	20523
3334	20631
3335	20643
3336	21924
3337	21791
3338	20679
3339	18842
3340	17456
3341	16588
3342	17325
3343	16028
3344	15415
3345	15761
3346	16345
3347	16667
3348	16733
3349	17331
3350	17445
3351	16906
3352	18100
3353	17755
3354	19520
3355	18377
3356	19062
3357	16813
3358	20724
3359	20836
3360	28921
3361	31295
3362	32080
3363	32574
3364	33525
3365	34506
3366	34190
3367	36534
3368	38150
3369	32810
3370	35311
3371	37922
3372	38909
3373	40343
3374	40965
3375	43777
3376	44581
3377	44409
3378	46435
3379	49117
3380	49450
3381	48536
3382	49239
3383	48026
3384	51777
3385	58567
3386	56224
3387	60362
3388	66297
3389	67168
3390	65877
3391	61098
3392	58279
3393	58470
3394	58852
3395	58060
3396	49820
3397	57614
3398	58895
3399	57630
3400	56922
3401	55575
3402	57756
3403	59440
3404	53476
3405	56055
3406	53167
3407	56201
3408	57659
3409	52938
3410	51664
3411	49175
3412	46357
3413	45005
3414	41560
3415	40499
3416	38181
3417	36197
3418	34716
3419	33518
3420	33462
3421	32566
3422	31321
3423	30979
3424	30611
3425	30071
3426	29469
3427	28573
3428	27488
3429	26012
3430	24481
3431	25102
3432	24367
3433	24398
3434	23759
3435	20263
3436	19718
3437	22581
3438	23735
3439	23429
3440	22451
3441	23709
3442	23478
3443	22822
3444	25054
3445	25070
3446	23363
3447	21822
3448	21831
3449	22053
3450	21319
3451	21532
3452	20648
3453	21498
3454	22650
3455	22424
3456	23822
3457	22512
3458	22321
3459	22103
3460	22124
3461	23303
3462	22448
3463	22331
3464	22746
3465	23142
3466	23945
3467	22501
3468	20487
3469	18711
3470	17616
3471	18974
3472	17629
3473	17244
3474	18166
3475	18832
3476	18616
3477	18782
3478	18742
3479	18396
3480	18357
3481	20007
3482	19895
3483	21132
3484	20877
3485	21220
3486	22221
3487	23246
3488	25385
3489	33587
3490	33277
3491	34732
3492	35266
3493	36246
3494	37333
3495	38690
3496	41237
3497	40036
3498	35943
3499	39547
3500	43411
3501	44288
3502	44719
3503	47492
3504	49055
3505	49527
3506	51209
3507	53509
3508	55161
3509	54823
3510	53606
3511	53566
3512	56517
3513	61747
3514	64742
3515	66619
3516	69738
3517	74733
3518	72965
3519	65266
3520	63827
3521	64483
3522	62017
3523	59626
3524	61134
3525	65771
3526	61524
3527	67156
3528	62239
3529	57399
3530	64496
3531	61656
3532	61387
3533	61872
3534	61151
3535	66702
3536	61108
3537	59462
3538	55256
3539	52505
3540	51230
3541	46844
3542	45786
3543	42692
3544	40038
3545	39855
3546	37630
3547	36122
3548	35201
3549	35018
3550	34250
3551	34045
3552	32978
3553	31964
3554	32836
3555	30463
3556	27831
3557	27545
3558	28292
3559	27060
3560	26676
3561	25897
3562	25053
3563	23273
3564	22545
3565	26629
3566	26200
3567	25371
3568	24537
3569	25907
3570	24967
3571	26302
3572	26737
3573	27886
3574	23519
3575	24105
3576	24700
3577	24013
3578	24212
3579	24777
3580	24410
3581	24035
3582	23710
3583	23052
3584	23383
3585	24046
3586	24327
3587	24816
3588	25305
3589	24997
3590	24563
3591	24407
3592	24599
3593	25150
3594	26228
3595	24992
3596	22008
3597	19807
3598	18771
3599	19121
3600	20024
3601	19123
3602	20383
3603	19798
3604	21561
3605	20186
3606	20806
3607	21092
3608	20104
3609	21398
3610	23634
3611	23261
3612	24957
3613	24420
3614	27461
3615	27297
3616	36706
3617	36022
3618	36582
3619	36746
3620	38953
3621	41628
3622	40775
3623	42246
3624	47528
3625	40021
3626	41043
3627	45604
3628	48101
3629	50251
3630	49553
3631	53817
3632	55805
3633	56552
3634	58611
3635	61157
3636	62135
3637	62340
3638	60980
3639	62157
3640	61661
3641	69789
3642	68835
3643	73579
3644	80804
3645	82310
3646	71638
3647	69493
3648	61208
3649	77680
3650	67018
3651	65381
3652	65822
3653	84835
3654	70747
3655	68952
3656	72411
3657	68699
3658	68230
3659	70327
3660	69838
3661	69449
3662	71396
3663	71132
3664	70656
3665	65344
3666	63471
3667	60792
3668	56041
3669	55150
3670	51265
3671	49629
3672	44865
3673	43549
3674	42236
3675	41613
3676	39105
3677	39253
3678	38024
3679	37947
3680	37569
3681	36343
3682	36082
3683	34833
3684	31355
3685	29863
3686	30638
3687	29691
3688	28887
3689	28493
3690	29106
3691	25695
3692	26932
3693	28506
3694	28336
3695	28391
3696	27969
3697	26511
3698	27078
3699	26864
3700	28798
3701	28762
3702	28076
3703	25584
3704	26367
3705	26580
3706	26943
3707	27952
3708	25185
3709	21610
3710	21711
3711	23091
3712	23475
3713	23880
3714	24447
3715	24339
3716	25516
3717	26136
3718	26766
3719	27483
3720	27403
3721	27193
3722	27467
3723	28623
3724	28263
3725	24589
3726	23286
3727	20338
3728	21446
3729	21435
3730	22222
3731	21816
3732	22719
3733	22541
3734	22629
3735	23392
3736	23038
3737	24200
3738	25092
3739	24297
3740	25467
3741	27919
3742	27201
3743	31597
3744	39386
3745	39092
3746	38489
3747	40128
3748	42199
3749	42994
3750	44889
3751	44666
3752	47915
3753	53975
3754	44554
3755	49444
3756	53108
3757	54119
3758	54995
3759	58463
3760	59645
3761	60841
3762	62459
3763	66550
3764	69293
3765	68301
3766	68876
3767	69527
3768	63182
3769	78493
3770	78793
3771	82593
3772	89618
3773	98726
3774	75600
3775	78307
3776	67373
3777	74316
3778	74841
3779	73303
3780	78564
3781	79044
3782	76220
3783	79914
3784	83705
3785	84964
3786	80249
3787	74418
3788	77262
3789	77610
3790	77241
3791	85472
3792	78061
3793	73472
3794	67948
3795	65862
3796	63090
3797	58460
3798	56524
3799	49422
3800	49251
3801	48502
3802	46300
3803	43591
3804	44343
3805	42214
3806	42393
3807	40410
3808	40008
3809	40189
3810	39194
3811	36371
3812	33546
3813	32145
3814	32370
3815	31339
3816	31099
3817	32355
3818	28627
3819	33550
3820	31484
3821	31343
3822	30835
3823	31521
3824	28510
3825	28295
3826	30220
3827	31176
3828	31317
3829	32763
3830	28034
3831	29101
3832	29317
3833	30830
3834	28453
3835	24295
3836	22566
3837	21583
3838	24887
3839	25892
3840	26030
3841	25524
3842	25874
3843	25848
3844	25846
3845	28055
3846	28241
3847	31104
3848	30655
3849	29418
3850	30590
3851	31364
3852	30867
3853	27023
3854	25494
3855	22815
3856	23711
3857	23096
3858	24101
3859	22775
3860	26219
3861	23991
3862	23730
3863	25780
3864	24792
3865	27881
3866	27954
3867	27742
3868	30044
3869	28427
3870	32433
3871	41104
3872	42949
3873	41632
3874	43773
3875	45608
3876	45150
3877	47995
3878	48793
3879	49537
3880	55653
3881	57921
3882	49800
3883	53418
3884	58587
3885	59813
3886	58850
3887	65284
3888	69045
3889	69382
3890	73962
3891	76033
3892	77136
3893	78307
3894	77139
3895	77162
3896	81031
3897	94195
3898	95616
3899	103721
3900	118150
3901	93947
3902	74436
3903	78782
3904	88283
3905	83189
3906	86906
3907	63145
3908	83041
3909	80142
3910	76948
3911	77203
3912	85521
3913	96369
3914	95640
3915	85220
3916	81491
3917	81368
3918	89196
3919	89981
3920	91333
3921	83198
3922	78612
3923	74447
3924	70851
3925	68813
3926	65008
3927	61593
3928	57380
3929	53943
3930	54778
3931	49698
3932	50432
3933	48449
3934	47314
3935	45728
3936	45982
3937	44709
3938	44101
3939	42707
3940	37530
3941	35062
3942	32946
3943	35118
3944	31053
3945	32442
3946	34630
3947	35051
3948	34305
3949	31969
3950	32120
3951	34612
3952	33604
3953	32327
3954	33314
3955	35386
3956	34344
3957	35313
3958	33970
3959	31197
3960	33771
3961	32192
3962	26986
3963	25529
3964	25092
3965	25660
3966	27439
3967	28235
3968	28300
3969	28457
3970	27444
3971	27590
3972	28489
3973	28653
3974	30814
3975	31056
3976	32512
3977	34220
3978	33015
3979	34538
3980	34896
3981	34188
3982	30371
3983	27666
3984	26137
3985	25570
3986	27622
3987	26762
3988	24846
3989	26043
3990	27373
3991	27003
3992	25778
3993	29841
3994	30523
3995	31164
3996	33108
3997	33813
3998	34731
3999	42133
4000	46221
4001	45552
4002	46869
4003	49456
4004	50388
4005	50520
4006	54550
4007	54209
4008	55663
4009	61879
4010	59197
4011	56355
4012	62622
4013	67099
4014	68149
4015	72906
4016	77632
4017	79578
4018	80444
4019	83965
4020	89831
4021	91279
4022	90262
4023	79803
4024	95752
4025	107503
4026	110393
4027	115926
4028	139370
4029	116872
4030	95640
4031	78006
4032	109266
4033	91840
4034	96081
4035	76296
4036	73977
4037	71974
4038	64144
4039	86105
4040	96207
4041	107704
4042	108015
4043	90525
4044	80513
4045	92134
4046	97833
4047	107549
4048	99678
4049	93787
4050	82934
4051	79256
4052	79113
4053	72488
4054	69337
4055	66611
4056	62724
4057	61240
4058	57589
4059	57938
4060	55770
4061	54910
4062	52607
4063	50681
4064	49825
4065	50629
4066	48913
4067	43701
4068	36973
4069	35283
4070	33341
4071	32902
4072	37264
4073	37276
4074	38825
4075	36428
4076	38387
4077	32714
4078	37052
4079	38179
4080	37969
4081	35984
4082	39943
4083	39004
4084	38400
4085	37731
4086	34518
4087	36519
4088	31242
4089	28334
4090	27740
4091	27613
4092	28890
4093	28932
4094	30699
4095	31030
4096	31047
4097	30747
4098	30573
4099	31248
4100	31548
4101	32277
4102	33687
4103	34165
4104	34165
4105	37541
4106	37411
4107	37706
4108	39092
4109	38375
4110	33347
4111	30930
4112	30118
4113	27726
4114	31107
4115	30473
4116	29565
4117	27868
4118	29424
4119	28498
4120	28854
4121	31944
4122	32693
4123	33859
4124	36354
4125	38039
4126	43218
4127	50343
4128	49451
4129	52041
4130	54999
4131	54287
4132	54050
4133	57641
4134	59567
4135	59526
4136	62521
4137	74084
4138	63325
4139	70825
4140	74992
4141	75731
4142	77320
4143	86245
4144	91139
4145	91286
4146	92884
4147	97154
4148	103567
4149	107183
4150	102166
4151	96294
4152	124541
4153	131781
4154	140116
4155	155164
4156	136948
4157	120607
4158	83747
4159	79650
4160	101647
4161	110137
4162	87719
4163	114521
4164	101854
4165	86194
4166	81591
4167	76003
4168	103684
4169	105979
4170	118962
4171	117995
4172	106807
4173	87103
4174	92947
4175	118818
4176	117540
4177	109967
4178	99850
4179	93292
4180	89909
4181	86603
4182	79660
4183	76025
4184	72080
4185	68508
4186	68129
4187	67666
4188	65408
4189	62996
4190	60904
4191	58738
4192	58171
4193	56865
4194	57173
4195	51943
4196	43548
4197	40826
4198	34495
4199	33335
4200	38076
4201	39978
4202	43674
4203	42290
4204	41118
4205	41721
4206	39202
4207	41998
4208	41588
4209	41885
4210	42668
4211	43990
4212	40199
4213	41329
4214	42039
4215	37166
4216	30384
4217	29302
4218	29918
4219	32518
4220	33823
4221	30680
4222	29077
4223	32368
4224	32858
4225	34640
4226	32145
4227	34334
4228	34310
4229	32456
4230	36005
4231	35797
4232	35735
4233	37018
4234	40412
4235	41816
4236	42496
4237	43332
4238	43710
4239	37643
4240	35645
4241	36436
4242	33509
4243	34198
4244	33956
4245	35424
4246	32979
4247	28805
4248	29876
4249	36373
4250	38107
4251	38205
4252	39461
4253	40674
4254	44900
4255	55710
4256	54890
4257	57273
4258	59907
4259	61334
4260	61517
4261	62135
4262	67431
4263	65424
4264	69407
4265	76697
4266	89994
4267	73142
4268	82976
4269	85002
4270	91422
4271	91389
4272	99798
4273	103740
4274	106001
4275	108902
4276	116867
4277	121033
4278	131012
4279	113512
4280	122380
4281	157875
4282	159855
4283	172614
4284	152302
4285	98522
4286	87439
4287	121023
4288	130250
4289	127139
4290	104200
4291	116691
4292	112041
4293	93825
4294	88546
4295	111586
4296	119545
4297	125386
4298	118708
4299	133726
4300	116687
4301	110456
4302	109610
4303	138805
4304	130780
4305	122308
4306	111499
4307	107933
4308	98245
4309	94253
4310	87973
4311	84280
4312	81173
4313	77786
4314	78446
4315	76077
4316	73170
4317	70026
4318	67230
4319	65527
4320	64252
4321	66564
4322	60072
4323	51337
4324	47922
4325	45811
4326	38394
4327	41464
4328	34777
4329	49014
4330	48876
4331	45847
4332	46017
4333	44099
4334	42103
4335	45647
4336	46580
4337	47385
4338	46919
4339	48511
4340	44277
4341	47336
4342	39850
4343	32460
4344	31264
4345	31340
4346	35988
4347	36535
4348	36255
4349	33858
4350	30979
4351	35111
4352	35929
4353	34885
4354	33863
4355	35683
4356	37776
4357	32033
4358	38688
4359	38220
4360	39444
4361	40203
4362	44240
4363	46877
4364	47433
4365	48258
4366	49008
4367	41222
4368	40101
4369	39702
4370	39801
4371	37959
4372	37981
4373	38067
4374	33140
4375	31831
4376	33380
4377	38378
4378	41046
4379	43120
4380	46280
4381	45862
4382	62238
4383	61237
4384	63043
4385	66019
4386	68161
4387	69971
4388	70631
4389	75157
4390	77389
4391	74897
4392	82388
4393	90858
4394	99576
4395	92128
4396	100124
4397	104251
4398	105851
4399	113355
4400	120573
4401	121844
4402	124208
4403	132973
4404	139765
4405	155278
4406	158590
4407	128069
4408	127187
4409	176037
4410	198854
4411	190591
4412	115224
4413	42045
4414	107634
4415	147096
4416	198211
4417	222071
4418	195222
4419	138850
4420	126103
4421	122986
4422	110087
4423	107146
4424	138250
4425	142201
4426	138208
4427	140972
4428	142892
4429	147666
4430	130639
4431	152753
4432	145735
4433	138413
4434	135260
4435	129995
4436	119028
4437	108705
4438	103455
4439	100408
4440	97757
4441	89832
4442	92870
4443	86932
4444	88089
4445	82968
4446	78247
4447	76455
4448	76815
4449	74824
4450	69088
4451	64761
4452	52898
4453	56615
4454	47496
4455	46228
4456	48135
4457	56166
4458	56506
4459	52235
4460	51114
4461	45304
4462	44287
4463	51027
4464	51818
4465	51293
4466	52703
4467	54290
4468	53011
4469	52092
4470	49286
4471	34795
4472	35754
4473	34313
4474	37609
4475	41010
4476	40888
4477	36909
4478	33592
4479	36460
4480	41118
4481	40406
4482	35312
4483	37489
4484	39954
4485	38062
4486	40269
4487	42812
4488	42642
4489	43296
4490	43974
4491	47944
4492	52571
4493	51414
4494	53200
4495	55518
4496	47241
4497	46062
4498	44947
4499	46112
4500	42945
4501	44854
4502	43558
4503	38509
4504	33166
4505	39206
4506	43216
4507	46320
4508	49411
4509	51006
4510	69122
4511	68473
4512	70697
4513	73256
4514	74771
4515	78985
4516	78552
4517	82475
4518	91099
4519	89253
4520	88550
4521	101690
4522	109548
4523	110493
4524	107500
4525	111852
4526	210902
4527	121769
4528	135344
4529	139113
4530	141390
4531	147791
4532	165089
4533	177843
4534	183493
4535	174623
4536	152464
4537	177972
4538	222441
4539	237410
4540	162532
4541	179393
4542	82858
4543	146436
4544	284494
4545	281381
4546	225263
4547	208619
4548	171525
4549	119409
4550	127163
4551	160812
4552	164844
4553	146587
4554	176505
4555	174149
4556	158384
4557	164923
4558	160453
4559	175693
4560	166232
4561	161950
4562	155125
4563	148111
4564	132110
4565	122724
4566	119219
4567	114472
4568	110798
4569	106854
4570	103515
4571	100417
4572	99389
4573	95952
4574	90588
4575	87110
4576	84962
4577	84021
4578	76598
4579	68287
4580	59411
4581	56361
4582	49759
4583	52458
4584	54336
4585	64265
4586	60442
4587	57284
4588	50391
4589	42335
4590	51691
4591	55667
4592	57091
4593	56936
4594	57902
4595	58980
4596	56345
4597	49871
4598	46104
4599	36606
4600	42502
4601	42641
4602	43452
4603	45010
4604	46175
4605	40936
4606	37684
4607	42995
4608	45289
4609	44466
4610	39822
4611	44189
4612	45745
4613	43310
4614	46970
4615	46337
4616	45675
4617	47819
4618	49667
4619	50365
4620	59846
4621	57470
4622	58305
4623	62644
4624	57092
4625	46059
4626	52983
4627	52742
4628	52878
4629	52910
4630	48727
4631	43579
4632	46606
4633	48523
4634	54006
4635	56241
4636	60877
4637	78117
4638	76467
4639	78300
4640	83000
4641	82703
4642	86480
4643	88241
4644	88170
4645	98294
4646	101920
4647	105055
4648	106708
4649	119153
4650	131208
4651	118884
4652	121289
4653	141566
4654	137058
4655	141676
4656	154122
4657	157348
4658	168338
4659	176697
4660	201851
4661	212691
4662	212719
4663	199863
4664	181245
4665	229704
4666	286247
4667	233680
4668	174982
4669	228037
4670	165724
4671	229350
4672	373023
4673	421748
4674	340078
4675	311939
4676	284664
4677	164134
4678	141401
4679	134868
4680	165947
4681	196464
4682	208102
4683	222326
4684	191773
4685	193463
4686	183282
4687	220444
4688	192570
4689	185398
4690	180468
4691	180915
4692	166466
4693	148439
4694	141164
4695	136938
4696	133356
4697	125246
4698	128341
4699	123803
4700	121916
4701	116241
4702	109365
4703	103477
4704	98223
4705	92912
4706	90666
4707	79200
4708	78114
4709	59506
4710	58595
4711	46266
4712	61924
4713	71347
4714	70462
4715	63370
4716	64317
4717	57718
4718	50811
4719	51295
4720	56756
4721	61827
4722	61945
4723	65022
4724	62532
4725	58115
4726	57403
4727	41210
4728	47903
4729	47079
4730	49741
4731	50237
4732	49944
4733	50983
4734	48722
4735	42494
4736	49574
4737	47854
4738	49773
4739	50744
4740	52094
4741	51098
4742	42750
4743	46093
4744	49392
4745	50283
4746	51976
4747	55911
4748	58394
4749	65133
4750	63728
4751	65881
4752	69332
4753	68405
4754	53703
4755	58698
4756	61224
4757	64460
4758	62467
4759	58516
4760	50463
4761	57099
4762	63783
4763	62237
4764	69486
4765	88840
4766	85622
4767	88122
4768	90996
4769	90339
4770	98024
4771	101260
4772	98217
4773	109216
4774	118087
4775	120740
4776	124418
4777	124119
4778	138827
4779	161632
4780	136314
4781	144345
4782	153904
4783	155845
4784	164899
4785	173527
4786	193093
4787	207832
4788	231858
4789	246623
4790	249821
4791	276836
4792	252252
4793	251479
4794	324246
4795	285014
4796	249581
4797	263551
4798	314419
4799	257315
4800	534140
4801	556652
4802	502328
4803	381115
4804	277224
4805	199482
4806	149126
4807	177080
4808	200835
4809	241381
4810	267322
4811	250948
4812	227122
4813	234201
4814	231425
4815	238185
4816	210088
4817	219016
4818	210645
4819	199903
4820	188420
4821	169593
4822	170319
4823	162435
4824	157077
