tgas.parallax	xhip.Plx
4.630319708312573	6.67
5.009215541820763	5.79
4.2198592526681615	5.03
5.746371813376326	6.28
13.903093577111285	16.2
3.4409422873546753	2.79
1.8062484798649034	2.43
6.333304051807029	5.92
9.541689597747252	13.03
12.341835246926644	11.01
12.203879488225539	12.06
3.7905592380498265	3.92
2.1928412052517965	3.92
9.884017146744668	7.07
10.474902649110911	10.95
31.91456399755606	29.59
7.651551504300932	8.12
85.12582912091283	86.69
84.62837927736325	81.37
2.192873479660556	1.48
3.8868949536152546	4.26
8.60253624371718	7.7
3.829600569378444	2.31
2.8917049479211885	2.94
21.80934385182667	18.
6.831123209665752	3.3
2.7663034889796343	3.71
6.300636648530497	5.88
14.741355799424097	15.19
2.6079772408739417	1.66
2.8147127711174047	3.02
3.3533235341154866	3.02
8.012469616929266	9.74
3.4245683673719	4.07
2.266572148311675	1.17
2.6188301051584557	4.53
4.107413382632035	5.75
4.542166378669499	4.83
3.3227542262113423	3.63
3.9188336702678974	5.78
1.8238447260626054	3.34
5.992378925816193	6.76
2.718690519531743	2.65
3.3857397340647286	1.57
2.854743471924329	2.97
3.3009456320250803	3.25
6.849773581564139	5.57
1.8986562642228895	1.94
7.419160851132052	6.91
3.1983640705198324	4.65
26.82101100519156	25.54
3.3367203440432713	4.51
2.5315159126632945	2.8
3.37992298387874	4.9
4.74027624770082	5.21
5.037148603244969	4.77
5.897825285051547	5.78
7.384448712326315	8.16
7.801873196608496	8.63
5.850298542411783	3.46
1.6486565261679598	-0.28
5.991791801244935	5.2
2.4089665748095808	2.59
6.743385952699694	6.4
3.7599804566429516	2.49
1.3002068285283461	1.77
5.3833987843295885	4.91
9.77721377149118	9.39
3.5336780559557766	4.31
3.5003423452411737	4.2
2.896806947779789	6.
3.2089719927975193	4.66
2.93023596175791	1.86
7.248478940503206	6.46
1.6166093987193164	1.57
6.003064373783113	8.47
2.9180820123036155	1.47
3.1242119959025803	4.25
3.763335575429725	5.27
12.29673380701651	13.68
2.4762252952784687	2.86
8.055716020752227	7.46
4.749099020144074	2.67
2.453049774946147	1.46
3.248069904211747	3.71
1.8896066309742552	3.54
4.221320425195927	5.06
2.1019701552674923	0.87
4.542957727387767	4.11
8.061400512160867	10.7
8.0576261432068	-0.66
1.932892360839858	0.82
1.0490487013181504	1.23
10.235986476120345	10.54
4.089457809486105	3.4
5.752548071305345	4.06
10.87718593329284	11.4
1.7934518705743254	1.41
1.545431590315718	1.69
1.0153556365541399	1.62
7.212331401991196	8.92
26.683776919123986	26.29
12.533454343885364	12.08
3.223173869501305	2.34
6.126006284574373	4.94
5.289950507411087	4.19
5.79443453978256	5.88
8.598576064484446	7.28
11.054809382701212	9.49
3.9099609249055733	2.78
1.4613558598502374	-0.54
7.482790516252788	7.29
13.904222805389459	13.56
7.045808227228096	7.29
3.0668418863537665	2.99
5.97063533801013	3.3
6.228182795822433	5.39
5.815385654792898	6.32
1.1737811232138777	2.53
3.010237964103721	2.71
2.616552560549186	1.94
2.3065777092106527	4.52
4.371904394780016	1.95
3.390379917120053	3.98
3.279668589471528	4.58
1.2174971017246488	2.14
69.02934383707493	68.28
3.01061344869004	1.66
10.13237952350538	10.97
4.530546586877164	3.98
13.313305095770202	14.96
5.265316492210064	4.82
5.904085645038676	5.54
1.4907490353986095	2.5
1.5142672073403642	1.91
6.880130113832445	5.93
2.407007846786113	1.91
6.7289790659213775	7.75
2.2994091672666364	2.2
3.3445741792047863	2.93
13.963445090759192	16.01
6.020415038980127	5.24
3.8854885575346523	4.65
3.5462042853366333	2.65
0.9556822361985262	0.35
1.8778920890664677	0.46
12.10455236536383	12.25
2.537610706358577	3.22
5.731038683013788	5.95
17.808189277182304	17.71
0.9390571007495048	1.83
4.343740282271077	3.2
10.300515267017632	11.49
7.0443050333455535	5.52
3.62229621857287	3.93
3.9121391229027394	4.98
0.4561243329911984	1.63
16.13923175406077	16.21
4.26584397567505	3.47
1.4913791399362268	-0.34
11.75134009873831	11.
9.850578476496155	9.53
5.553792302057007	2.93
15.254038078100441	14.46
2.8577609674285505	1.23
7.271104471518719	8.38
1.6703377304458482	1.95
4.39968063462287	3.28
1.4862998326493557	2.46
2.938431533604995	0.94
5.713614780472409	4.67
4.357172265878564	3.82
1.8937850431938703	0.24
6.178740021542906	2.8
8.991323058060704	7.96
11.091123506164717	10.34
2.7908137431308266	1.91
6.509452389500578	9.46
6.762418361936437	5.95
4.786448019430916	4.51
23.634114570543225	25.67
2.0911027986894943	1.07
3.574482804518224	3.28
4.146737617874126	3.23
2.659170270918478	0.14
4.49299537372819	2.9
4.961713679900859	4.29
22.685363227363226	21.68
5.3233057181086405	5.75
3.030776007541804	2.32
4.943121993468743	3.65
10.502877602179446	9.91
6.723166583470954	6.61
2.6780750187631814	2.65
0.535228080394647	4.19
4.120417962285406	4.
6.829721409135776	7.19
11.933792302262034	12.44
1.1915291361891738	1.86
6.550371709980433	6.11
13.838550247870405	15.33
7.615450058491621	8.06
2.882380762398418	1.71
16.853008340980526	17.29
5.980368836383424	6.14
10.458956113255232	13.37
1.8612535307312923	2.22
2.6252735237350473	2.8
3.101169605278914	2.75
2.9587265756297727	1.07
3.358146605726404	4.75
1.9482678931791721	1.68
7.047521097569677	6.41
3.7624727689264295	3.74
1.3386511464239546	2.27
2.8203695022031554	1.39
2.5485234356973137	2.44
3.3530274602573726	3.48
1.372125879252906	2.06
6.46988391350712	4.79
3.6673981057997134	3.64
2.974193634001554	2.24
17.31954958932353	15.
12.203558917996656	11.98
8.255762619975332	7.16
2.7042149889420375	2.41
6.320778806178384	6.91
17.698111632457753	17.26
2.5600618154218266	2.04
13.501097141383942	13.55
9.38698603944177	14.99
15.051979444606197	14.42
2.1899341664303744	2.43
4.5070610892900635	4.81
6.547133046694646	6.04
5.451782846312937	5.69
6.794366955573222	6.73
7.6881521831771975	6.95
3.2333055693855193	2.34
2.643766844389893	3.89
2.3072334049667385	2.26
2.0562673957851496	2.57
2.2834017094767645	1.56
3.536381513217131	2.8
2.6320739831767663	0.11
1.0172250123954911	1.21
3.4030643495893407	0.87
6.753404435712407	4.44
9.54580847932852	10.27
1.6276232158291695	2.86
5.69123457271486	5.84
5.081724684620673	5.48
8.937422500073035	7.81
85.20593686805657	87.15
6.806960395262225	6.27
3.358070144519795	3.9
12.188071695287217	13.8
1.3456491813459948	0.75
2.943106316878649	1.98
13.351494676525297	13.2
3.794403218565565	4.15
2.814412323806563	1.91
9.89014455049361	9.62
2.253942427731374	1.12
1.9686565573604122	0.18
7.483644332942832	8.34
1.8278906601916693	1.63
5.451713393916002	5.58
49.422317805810806	50.67
3.600934249706633	2.35
16.67900919820631	18.34
6.645882156380675	8.41
2.4524975923732883	3.1
2.9010614481601955	3.84
1.758655162411984	4.84
1.8955567412625456	1.93
1.2875319265096925	0.06
6.812607708818327	6.48
4.29602106294664	2.57
2.8133495429322792	5.92
3.155528812759933	3.25
2.6685080544975874	4.88
13.618629457560633	12.14
22.533623011013965	23.19
4.048839522692144	5.8
10.972292898487002	10.66
1.313361520709703	5.
2.814975793193437	1.43
2.1675592012751204	3.47
6.060316085964968	7.78
6.209991777476687	5.45
4.269351270534677	3.62
27.600612323719208	26.79
2.04377231495716	1.76
1.3889698050892798	0.99
1.809936856611598	5.
4.725889022211802	5.23
3.6093239868623366	3.33
5.9835172547808675	6.95
0.5079179738135026	2.66
2.8255495280940326	0.57
69.42366834620977	69.66
4.804328704738965	4.88
5.595689153021616	5.07
8.620303056691581	9.07
60.81830588732846	60.46
3.509987612713204	2.41
11.870405095407266	11.86
6.719786047768585	7.53
2.051064943819338	1.98
3.8716774236802523	1.68
3.391079170488036	2.43
1.7743923966402448	1.69
5.069810085871258	4.71
5.6867662310199645	4.38
6.308221428894999	7.8
2.234836707053149	2.43
28.690825247790613	26.94
3.0266774905039737	2.53
9.55873213363439	10.2
4.42201044493413	4.48
4.706653636810276	4.91
2.9514979730784123	1.24
8.744911011518415	7.89
3.8371065224758807	2.89
4.825593426933888	5.23
3.5259114806071636	5.77
2.3195438600844107	1.65
2.4859877962818544	2.97
9.45329379998585	8.68
7.085092290479468	5.86
1.8026483117389542	-0.49
1.370488941332102	1.91
5.005964152910053	5.5
1.9399895789804684	2.79
9.4640456623857	8.96
7.6910269443583585	6.01
-0.014484095433427796	-1.04
4.391347608807286	5.
0.6546212994787662	-0.72
11.53831688008137	14.38
11.235413776951674	-4.2
2.1873946719646193	2.37
3.2915660823179667	5.45
4.242663821347828	3.53
3.040778154148117	2.19
2.3397751190015814	2.31
2.704355643097993	1.65
3.7282929041991086	1.47
1.2330424780496814	2.38
1.5532602645029294	3.79
0.9350798548802188	0.99
4.069478690688502	5.27
1.6540241989652	0.93
1.885916484657368	0.88
0.8636794115271536	-0.14
2.2613598513996	3.24
3.3046658116630994	4.17
1.7784625219222217	1.13
2.6579226515891543	2.2
5.968866307580454	6.35
14.533535603558004	11.69
3.059937057674106	2.33
2.7810971881015165	2.84
17.801130631552105	17.58
1.7690262994552302	0.49
7.669698145800798	9.2
11.968023545181438	13.07
7.876244032415051	5.98
3.866727895764275	6.08
17.90891025850759	18.25
2.64469660444292	3.27
1.6822020999490066	1.43
4.8941747414520025	4.93
3.092142063457024	3.49
11.463839614206982	10.65
2.8993196618069734	1.57
2.0715027385206626	2.48
9.436613200839915	9.2
8.180100653093117	7.07
12.448447622035607	13.33
8.041403875769992	6.02
1.4739401053879602	2.79
4.622242833793058	5.76
5.148822354745665	6.56
1.242357810239723	0.69
6.962513718523233	12.05
4.103319156298606	4.32
2.090031268987908	2.95
5.314242458092819	5.84
4.2490222938340745	5.35
6.80775357908076	8.57
4.729142649054903	5.34
3.324716906306378	3.95
8.3351404985547	9.08
4.067050230631019	0.17
8.735956179705695	7.08
1.440240050460257	2.64
9.311461344118383	10.09
5.295508861297217	4.89
2.6619627084608593	3.03
2.5425513996679774	3.12
2.588159566591361	2.38
7.924884394764131	6.81
1.6346016432006503	3.87
5.9644540262342405	6.97
6.044027469694788	5.79
10.523144730298107	9.99
3.664570965454338	4.62
1.4242834834362443	2.11
2.9827520397239713	2.84
2.7695111911076613	4.61
1.7348688378276875	1.96
4.69877193336975	4.11
6.031652228340002	6.51
3.094501647219747	3.19
4.085350813544009	2.92
3.591207415544737	4.45
2.154248611820872	2.48
1.2694745781579608	0.6
7.838423875149789	8.58
2.9373516508720168	3.13
2.9221325549753616	3.06
7.170519358642948	8.06
1.2997044069684929	1.55
6.371218799521475	5.18
3.457816950360908	1.46
6.527975820051832	6.09
8.665526438420072	7.84
1.0388892822584075	0.87
10.116743087808864	8.98
5.285358866237847	4.32
8.169668287545441	8.25
11.495114607108457	10.82
8.537714560718666	12.96
5.34825604542321	5.19
4.08580715329366	7.18
2.3723590132828565	2.33
19.174136793097276	18.88
5.866518686628944	5.75
8.560116443215396	9.42
4.210808524834794	4.63
5.974354369835535	4.62
6.375065763170486	8.13
1.5140447778373625	0.66
4.050387904227815	2.16
2.760013585143925	0.64
53.45756274382615	56.8
61.77680986271262	66.98
10.835796330505161	9.43
3.615981411060545	2.41
12.057115313734196	12.36
19.624545821057612	18.41
3.141033991119131	4.27
16.303432385406445	14.59
6.3481718213365275	6.44
1.344209276626671	1.43
8.989903309095876	8.49
2.6681664950919197	1.41
2.2928838758507504	6.85
2.2331716745463113	3.65
3.6736428138549626	3.31
14.269246157204883	14.28
2.5319057599390984	3.71
13.88718862155136	15.3
12.332334407755964	14.46
11.124124609887048	12.37
1.2575908672396792	3.08
3.9955866418140884	3.83
19.88005434254141	20.74
2.445732167462475	3.31
9.423357039760353	9.5
25.09624918122398	25.97
2.186652892440895	2.56
2.0397910268594304	1.21
4.596672939675462	5.19
2.132875960785481	1.47
7.481854637815328	9.98
9.347298216617535	10.2
7.24431387078663	7.22
8.843460913896223	13.15
2.8478779243130905	3.87
25.74332291082905	25.92
39.928989840912045	40.87
12.900658684403554	10.31
5.704954205745729	4.81
8.10904028113025	8.05
6.070387187847956	4.03
7.399992961279017	8.21
2.303098105703479	3.94
2.2242506139318454	-0.65
13.815299957504683	14.71
2.785750979691123	2.16
3.0641887900298164	3.04
4.682658757538237	3.43
2.367708779140301	3.67
2.103040249863259	3.16
3.089254499291182	3.98
2.1817818174858883	1.95
2.8921856582599874	2.89
8.95335982333543	8.73
1.3526178407653058	0.3
19.581898419891367	18.64
5.547567342945767	5.95
0.8618656624381845	0.02
13.72744164878668	12.2
3.124341913463144	2.85
1.6681950990749315	2.76
38.29262104368031	38.87
4.158097163130973	4.27
13.096611225021947	11.52
19.07015745903736	18.85
1.7020205266850024	2.93
1.5021006719087415	2.53
6.200554425174174	5.74
5.498954831142932	3.06
21.068832668188524	22.16
38.97075764223416	39.96
25.451464410190344	26.59
4.667971197597092	4.21
4.697094293647684	6.82
9.124477807463174	11.09
43.59797970744523	39.75
2.2602439948822055	1.87
2.578853650119291	1.71
4.141022721234129	7.91
0.636976858962944	0.71
6.706939076151031	6.55
3.831617806109198	4.35
1.5893936769220627	1.21
9.884634527604817	8.86
0.9044578971686009	-0.04
2.4901113623122533	3.45
1.5004353931145742	2.36
0.7652780894541487	1.29
5.444236206582706	5.73
11.623199383002362	11.43
1.5035932054632672	-1.14
3.1127099175614603	2.65
3.2626039398617186	2.85
13.044784176566967	12.27
1.256579631227218	1.29
6.785111720359924	5.49
0.7963834016985053	1.49
26.717193915256054	26.76
0.5328718608885108	0.35
3.6035896761245225	2.93
7.644714682781986	8.99
2.8255015357197615	2.12
5.568712817911354	5.85
3.089833316746794	2.83
4.501859419680124	2.08
3.846573963504692	3.99
10.778004471806982	10.8
27.039870217017004	26.31
9.575390792594474	10.01
1.0531354115708296	0.58
0.6591198516389107	1.12
7.799211604190624	7.7
0.7531298255700645	2.3
7.951936576129201	7.95
3.8956721063117103	4.16
0.7606605739252457	-1.04
2.7748372324187174	2.18
3.034875676404412	2.75
2.648874520155875	1.57
1.6942222496281132	2.13
8.295283895921598	7.79
10.825180003642645	6.83
0.8430360386886987	0.62
1.2846304115582747	2.75
2.094327579684755	0.59
13.372546044557602	11.75
1.8781144130089302	0.98
0.8406025387549276	2.54
1.199510220396443	1.77
3.5699832116022887	4.75
4.463035010440609	4.36
8.386613190154797	8.53
2.8123084266378338	3.27
2.450660137671274	1.75
4.444945861194828	5.01
3.643027702493625	1.95
18.601092501584922	19.79
2.3165925332221597	3.4
2.9223017434108547	2.8
1.7724232088828216	2.33
3.832479188394243	7.79
5.432862421238344	5.96
7.302085482750551	7.68
3.706924121616049	2.42
2.5263918106376533	1.01
2.969022018858869	3.84
12.739947348279374	12.91
26.112800304172453	22.42
3.165130817080716	3.4
2.8395522495005068	2.86
13.545090920429933	12.89
3.3996395925819103	3.72
2.3938825215724178	1.99
2.7527997841729612	2.13
1.1322150979614511	1.07
1.0096689417470706	0.94
1.5484563596966865	1.67
6.087960705124351	8.09
3.9239027113612006	2.82
1.428684725246754	4.54
3.820631193859538	4.38
13.17125987373906	15.11
12.797126878566766	12.71
1.969332306281007	3.55
2.502417439211392	2.94
3.4584531606574496	5.75
22.676514678437393	27.81
8.077955783247216	9.23
18.816848119688473	19.22
3.3929256639061327	1.71
2.2325396599638463	2.35
10.119507352690984	12.37
3.521354119863752	5.52
10.368768388833521	11.47
2.1098949410345944	3.13
26.25483391327046	28.
25.40113740906273	29.05
3.52048162268546	4.01
2.426330816171794	2.87
13.213757964137564	13.04
6.1389082985537335	7.18
2.391775546571374	2.68
18.961542013951398	19.35
4.412653387216429	4.92
1.698504829387837	3.65
1.423534603023045	2.19
8.438630010584403	9.22
11.877111669139811	13.49
6.6095996400871755	6.36
1.8467563792201709	2.2
4.846624731369301	4.15
7.109218788649092	7.5
15.611963523362498	16.81
5.045450836588176	5.15
1.4145353523199033	1.81
22.847992529962625	22.94
3.222722461609569	4.61
9.61636825400767	8.78
9.140860280863576	7.37
2.8178611609391284	1.02
4.642049023629897	4.08
13.13504919988511	14.85
5.191786117450701	4.44
3.2107153270381077	3.17
9.321537869366482	9.6
1.0155063406283675	2.13
3.5569513389701872	2.25
2.9007828425764535	1.88
3.609145407659272	3.24
3.298345823409611	2.9
1.5573945760606789	1.93
3.7124703288058396	3.61
4.079806143430194	3.96
3.772928864111898	4.53
1.6800827919372852	3.22
1.1921446852504243	3.7
0.7761074844236403	1.06
1.5830574473831336	0.83
2.424391256220154	2.95
3.256530578152378	22.11
7.070589841515189	7.36
3.7095012949546877	4.28
1.3709641298256907	1.23
3.2109079511394203	2.95
1.6974274122476656	-0.03
0.8379156327188909	0.42
6.1179902536862425	5.95
11.890795955167821	12.87
8.397141254068694	10.23
1.3573060176930576	2.09
1.6780058488142378	0.41
4.73547391890499	3.42
2.7533961280309196	2.41
4.7492463459553305	5.68
4.241931211697584	4.17
6.529061012662592	6.85
1.0822554344576967	7.18
2.722263809591607	3.73
16.885852708885906	17.45
17.8905128395153	17.7
2.7933848279327638	2.97
9.314076905112568	9.61
2.169892082092627	-0.74
2.9088532464780164	3.13
6.411631361125678	6.41
5.814967962888446	6.79
3.599478032330326	2.79
2.198803927166879	3.15
8.624549185601557	9.38
5.058465241856415	6.47
2.2693413301321663	1.11
16.34356738987874	14.08
5.295816765412998	4.77
2.8735028394560294	1.49
2.4038562013200027	1.61
7.8363084730819486	7.8
18.910666793617573	17.65
5.885796105218111	7.13
3.2653030270756744	2.23
7.906022659280537	8.8
6.968835910896514	6.7
15.363235007914874	15.68
2.9649444195321655	3.76
2.570967208517646	6.18
3.3837572215675404	4.11
2.3819711976260813	2.28
2.3045039762321027	15.68
13.339767889777665	14.31
14.856789235368517	14.86
2.962050118476589	3.26
6.721057750043126	7.19
4.570193324198488	5.19
4.4643028471212745	4.13
4.934574323078441	4.81
4.713346376820226	5.99
2.682789126130298	4.02
21.255779468349992	21.45
5.211408406244014	5.1
6.474785438072331	7.59
5.097830784616404	3.88
1.162509800929065	2.76
11.809570783096795	10.89
1.9426338400018583	1.2
10.403859117136067	10.76
32.314678951046965	31.84
5.913565728309267	5.19
1.991303132071168	1.9
2.5189443527394055	2.21
7.741214053226594	6.97
1.3900482562533698	0.8
2.2767712352618843	2.88
29.335759320368382	28.52
1.0455653474557087	0.08
4.65421408746411	4.
2.2949753022220056	2.74
3.6249658086478904	3.64
3.7547516923995135	4.49
8.984867756103156	9.49
2.5682636141316535	2.12
4.9186188911225175	6.37
7.3559012240474635	5.41
3.8040485701564597	3.29
48.06443290281116	48.67
1.39464043865573	2.06
8.454704417725708	8.38
16.251358601918135	15.08
1.6725053127663054	1.64
1.1167613266598861	1.99
1.7235389078554655	3.15
12.051934405519576	11.57
6.9342268798922575	5.08
14.927628402873514	15.77
7.853820905105786	8.88
3.112712353171215	2.61
4.308276228033426	3.44
1.8738661256187412	1.07
3.0622872777697734	2.63
2.4644746734620595	2.94
2.452461999767064	2.91
4.572353383849957	3.4
6.657164052672416	6.46
7.531306455646429	9.05
2.748564908681756	0.67
6.254427708065207	6.3
3.6389710913837483	1.27
6.5525242097659095	10.04
47.50353267963409	46.45
2.7969236581673407	2.33
2.3154011875705143	0.72
10.120423100305956	9.32
2.953036400061372	1.87
2.8462196972222387	2.49
4.532673457411891	3.56
3.48187083131984	4.02
2.527662249677322	3.34
5.132612385479101	5.32
2.9901791928531916	2.92
13.827022141795602	13.63
5.707065118066112	6.01
6.528948707157048	5.64
6.749471790345378	4.68
2.8024642972975573	2.29
4.147803289080413	2.83
2.3345110002382192	2.91
17.538823560254457	18.9
2.7450633700265903	0.63
3.037159165656971	2.47
4.643200609791708	3.45
0.5035412428278097	-1.48
31.696789724262892	32.74
5.337003025527913	6.11
2.6397797122277655	3.58
43.610719277946174	44.07
10.844386480843825	11.77
1.9840056565588238	2.12
1.7331823647239109	2.41
4.859123528018427	4.31
4.335632977579961	5.43
4.3587034985024005	4.12
13.364969559246049	13.75
2.5321527578521854	3.36
4.243261441068189	3.65
15.524823557447508	16.26
7.864446322463684	8.26
2.817370686407659	3.5
2.7151777724553576	2.36
1.3964023156076975	-0.58
4.693992296663036	4.93
4.041285078183602	1.49
191.39247532910596	186.86
1.9927971142340213	1.
12.832562947111262	11.11
4.324551045722049	4.9
2.7206306686251427	1.89
12.686841119416563	12.8
3.3966131789210237	2.89
1.6461421881316343	2.98
4.006854218957942	4.67
3.5420970282524067	3.72
4.4306610833985	5.61
4.552674532871295	2.39
2.8621565860006686	1.52
7.2854373609919465	8.22
2.1689953501756594	1.64
1.1554267619728722	1.21
4.303480195572187	4.53
4.034866712049937	4.09
63.54048279261042	61.68
3.459983124740058	2.44
31.034256465744512	32.03
5.277085310777969	4.2
3.2995352520482384	3.35
2.341771398320515	2.64
2.031239069132863	2.22
4.022872310496633	5.47
2.8271882675365165	2.9
2.6460783430533503	1.93
3.606921805615461	2.91
2.9515086089731004	2.2
4.675464307350645	3.44
6.98121448517487	7.36
2.8425796773104475	3.48
3.4342569324463446	3.54
4.604111226245048	3.96
7.101969191953009	7.88
2.2781068063479446	1.64
3.0838700407148445	3.5
1.0590360588869063	2.28
18.539139306684014	18.27
18.480123222122558	19.89
3.3723487765167914	3.
7.524057077927433	0.99
2.8049574864814275	3.89
2.641644162816246	2.72
8.4340445916387	8.77
2.0641801459820153	2.29
15.900292249833475	14.6
7.390395129834406	8.56
3.3763488644199846	2.95
7.112291886209996	4.79
2.841669896291289	1.64
5.495408721245182	5.56
13.34340443602642	12.79
