hip	ecl_lon	ecl_lat	plx_diff	plx_diff_error	div	xhip_plx	xhip_plx_error	tgas_plx	tgas_plx_error
108980	347.5558290070196	40.501066484478685	3.507408090154743	0.8663112359691972	4.048669744229721	7.78	0.83	4.272591909845257	0.24818371736775607
114291	337.91933853033686	-18.694605647783224	2.643833553969472	0.653285061270586	4.0469830257980055	25.89	0.59	23.24616644603053	0.28050199870823284
12936	56.73194285450123	35.169840329938694	-4.376219335074188	1.0820160682306221	4.044504941807792	-2.45	1.04	1.9262193350741872	0.29859466155518316
16670	350.1432949786279	-75.10327313414422	-2.3750347416889177	0.5874246569495405	4.0431308314879475	6.5	0.48	8.875034741688918	0.3386262358298384
10536	359.94537028700074	-59.43871747036447	2.3370776007932452	0.5780983064587104	4.042699268762115	7.83	0.5	5.492922399206755	0.2901683165516682
92059	279.62268636016177	-11.276800838388606	54.46469853956784	13.482459447173255	4.039670859235327	55.49	13.48	1.025301460432161	0.2575126107035069
70550	221.33122311469148	-7.265331117910701	-14.713313597861141	3.6422080049677987	4.039668678393129	-4.39	3.62	10.323313597861143	0.40159575626681193
58165	176.28035104573036	5.869249895272669	4.1272723512372504	1.0217980533860327	4.039225106722705	7.09	0.99	2.962727648762749	0.2529254077855475
88297	270.4433461121592	4.332435725142175	-3.1835964688780907	0.7883567516406307	4.038268794239134	-1.93	0.74	1.253596468878091	0.27185725640005826
41285	165.35742217766983	-69.83423867395474	-1.9356097071421523	0.4793850872101369	4.037692783492208	8.43	0.41	10.365609707142152	0.24841509986204663
87606	268.53618531504833	3.544127985089668	2.691415613320525	0.6666341373786004	4.037320416719064	6.74	0.62	4.048584386679475	0.24495116476251094
41508	128.53638250736972	-15.411083051833195	-3.7179732745200047	0.9212046760635564	4.0359904493835765	0.18	0.89	3.897973274520005	0.23773526284790353
46461	188.05538828770568	-66.1220082013418	4.117679797624935	1.020703099162112	4.034160179395075	9.47	0.9	5.352320202375066	0.4814922809756559
42525	121.46158952784036	22.12054153029314	62.60065919506815	15.518024110575677	4.034061214816983	68.54	15.51	5.939340804931861	0.4989712380569283
114139	335.6494587626206	-22.36114930567534	3.735177418680369	0.9262329166358295	4.03265458568122	15.	0.7	11.264822581319631	0.6065537205060368
97316	323.79767222216503	69.52818459052918	2.842364884679344	0.7049565279128215	4.031971862286018	8.87	0.61	6.027635115320655	0.3533605895496847
84805	258.42591061115195	31.008095880123268	3.527651325636481	0.8752308913479858	4.030537953480336	7.06	0.75	3.5323486743635186	0.4511420099811032
90368	283.24991269605647	69.94003132821237	41.760674403563	10.372731749991702	4.0260054352216725	51.	10.37	9.239325596436995	0.23804192337890356
25506	73.95123911976134	-69.07821514381665	4.143444636097367	1.029171138530007	4.026001586107012	15.95	0.71	11.806555363902632	0.7450457921384102
47330	111.83154841078579	55.927912698130946	-2.0694717903453785	0.514138267631161	4.025126936923517	4.68	0.45	6.749471790345378	0.24867279353152263
90172	277.0014801432719	31.94761105558474	-3.7949860825401194	0.9430651515199677	4.024097461796378	5.29	0.89	9.08498608254012	0.3118844016801412
18398	47.31742789596142	-48.75959636206896	7.870509313882422	1.9560443156407388	4.023686606151502	8.87	1.94	0.999490686117578	0.2500187287993572
10866	341.5346542745946	-67.36024448872146	-3.0201413913114177	0.7506154840412829	4.023553277972765	8.55	0.71	11.570141391311418	0.2435643752327696
111697	332.76109006251016	-12.165800515136462	-4.389864232498661	1.0912150871158461	4.02291379979117	9.02	1.05	13.409864232498661	0.29706963215590343
