0.0	200.0	366554
200.0	400.0	896518
400.0	600.0	841918
600.0	800.0	609060
800.0	1000.0	415358
1000.0	1200.0	320880
1200.0	1400.0	284856
1400.0	1600.0	272289
1600.0	1800.0	265243
1800.0	2000.0	257310
2000.0	2200.0	245528
2200.0	2400.0	230702
2400.0	2600.0	211387
2600.0	2800.0	189769
2800.0	3000.0	168218
3000.0	3200.0	148186
3200.0	3400.0	127376
3400.0	3600.0	110498
3600.0	3800.0	95514
3800.0	4000.0	83177
