7.0	8.0	28484
8.0	9.0	80864
9.0	10.0	216224
10.0	11.0	577842
11.0	12.0	1420109
12.0	13.0	2933302
13.0	14.0	1642994
14.0	15.0	251697
15.0	16.0	18186
